"RIS Name","Description","Database","Report","FRB Number","Call Names"
"LNRENR1S","RE NONFARM NONRES-UNDER 100-NUM","FTS","RC-C","RCON5562",""
"LNRENR2A","RE NONFARM NONRES-100-250-$","FTS","RC-C","RCON5567",""
"LNRENR2B","RE NONFARM NONRES-100-250-NUM","FTS","RC-C","RCON5566",""
"LNRENR3A","RE NONFARM NONRES-250-1M-$","FTS","RC-C","RCON5569",""
"LNRENR3B","RE NONFARM NONRES-250-1M-NUM","FTS","RC-C","RCON5568",""
"LNRENRES","RE NONFARM NONRESIDENTIAL PROP","FTS","RC-C","RCON1480",""
"LNRENRFV","RE NONFARM NONRES - FAIR VALUE","FTS","RC-Q","RCONF584",""
"LNRENROT","OTHER NONFARM NONRES RE LNS","FTS","RC-C","RCONF161",""
"LNRENROW","OWNER-OCC NONFARM NONRES RE LNS","FTS","RC-C","RCONF160",""
"LNRENRUP","RE NONFARM NONRES- UNPAID PRIN","FTS","RC-C","RCONF596",""
"LNRENUS","RE LNS-NON US ADDRESSEES","FTS","RC-C","RCFDB837 RCONB837",""
"LNREOFV","RE LOANS ALL OTHER - FV","FTS","RC-Q","RCFDHT88 RCONHT88",""
"LNREOTH","RE 1-4 FAMILY-OTHER LOANS","FTS","RC-C","RCON1798",""
"LNREOUP","RE LOANS ALL OTH-UNPAID PRIN","FTS","RC-Q","RCFDHT92 RCONHT92",""
"LNREPP","PREPAID TAXES & INS ON MTG LNS","FTS","RC-C","",""
"LNRER1FV","RE 1-4 FAM 1ST LIEN-FAIR VALUE","FTS","RC-Q","RCONF581",""
"LNRER1UP","RE 1-4 FAM FIRST LN - UNPAID PRIN","FTS","RC-Q","RCONF593",""
"LNRER2FV","RE 1-4 FAM JUNIOR LN-FAIR VALUE","FTS","RC-Q","RCONF582",""
"LNRER2UP","RE 1-4 FAM JUNIOR LN-UNPAID PRIN","FTS","RC-Q","RCONF594",""
"LNRERES","RE 1-4 FAMILY","FTS","RC-C","RCON1430",""
"LNRERS2C","RE 1-4 FAM-SECOND LIENS-ASSMT","FTS","RC-C","RCFD5368",""
"LNRERSF1","RE 1-4 FAMILY-FIRST LIENS-ADJUST","FTS","RC-C","RCON5370",""
"LNRERSF2","RE 1-4 FAMILY-SECOND LIENS","FTS","RC-C","RCON5368",""
"LNRERSFC","RE 1-4 FAMILY-FIRST LIENS-ASSMT","FTS","RC-C","RCFD5367",""
"LNRERSFM","RE 1-4 FAMILY-FIRST LIENS","FTS","RC-C","RCON5367",""
"LNRESHAC","RESRE LN HLD FOR INV AC","FTS","RI-C","RCFDJJ06 RCONJJ06",""
"LNRESHAL","RESRE LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ14 RCONJJ14",""
"LNRESOTH","ALLOWANCE FOR OTHER LOAN","FTS","RC-BAL","RCON3122",""
"LNRESRE","ALLOWANCE FOR RE LOAN","FTS","RC-BAL","RCON3121",""
"LNREUP","RE LOANS - UNPAID PRINCIPLE","FTS","RC-Q","RCFDF609",""
"LNRICIT","TOT LOANS COLL EVL IMP-REC INV","FTS","RI-C","RCFDM748 RCONM748",""
"LNRIIIT","TOTAL LOANS IND EVL IMP-REC INV","FTS","RI-C","RCFDM746 RCONM746",""
"LNRIPIT","TOT LNS PUR CREDIT IMP- REC INV","FTS","RI-C","RCFDM750 RCONM750",""
"LNRMHECA","REVERSE MTG - HECM- AMT","FTS","RC-C","RCONJ466",""
"LNRMHECN","REVERSE MTG FEE REF- HECM- NUM","FTS","RC-C","RCONJ468",""
"LNRMHECS","REVERSE MTG - HECM- SOLD","FTS","RC-C","RCONJ470",""
"LNRMHFIA","REVERSE MTG - HFI","FTS","RC-C","RCONPR04",""
"LNRMNUMA","REVERSE MTG FEE REF - EST NUMB","FTS","RC-C","RCONPR05",""
"LNRMPROA","REVERSE MTG - PROPRIETARY- AMT","FTS","RC-C","RCONJ467",""
"LNRMPRON","REV MTG FEE REF -PROPRIET-NUM","FTS","RC-C","RCONJ469",""
"LNRMPROS","REVERSE MTG - PROPRIETARY- SOLD","FTS","RC-C","RCONJ471",""
"LNRMSLDA","REVERSE MTG - ORIG SOLD PRIN AMT","FTS","RC-C","RCONPR06",""
"LNRORF1Q","RETAIL ORIG 1-4 FAM-1ST-SALE-QTR","FTS","RC-P","RCONF066",""
"LNRORF2Q","RETAIL ORIG 1-4 FAM-2ND-SALE-QTR","FTS","RC-P","RCONF067",""
"LNRORFMQ","RETAIL ORIG 1-4 FAM-SALE-QTR","FTS","RC-P","RCONHT81",""
"LNRORLCQ","RETAIL ORIG 1-4 HEL SALE - QTR","FTS","RC-P","RCONF670",""
"LNRORLFQ","RET ORIG 1-4 HEL SALE FUNDED- Q","FTS","RC-P","RCONF671",""
"LNRRABCI","CMRE LN COL EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM724 RCONM724",""
"LNRRABII","RERS LN IND EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM722 RCONM722",""
"LNRRABPI","RERS LN PUR CREDIT IMP-ALL BAL","FTS","RI-C","RCFDM726 RCONM726",""
"LNRRRICI","RERS LN COL EVL FOR IMP-REC INV","FTS","RI-C","RCFDM723 RCONM723",""
"LNRRRIII","RERS LN IND EVL FOR IMP-REC INV","FTS","RI-C","RCFDM721 RCONM721",""
"LNRRRIPI","RERS LN PUR CREDIT IMP-REC INV","FTS","RI-C","RCFDM725 RCONM725",""
"LNRS","SPECIFIC ALLOWANCE-TOTAL LOANS","FTS","RC-BAL","",""
"LNRS1T3","RE 1-4 FAMILY * 1-3 YEARS","FTS","RC-C","RCONA566",""
"LNRS3LES","RE 1-4 FAMILY * 3 MONS OR LESS","FTS","RC-C","RCONA564",""
"LNRS3T12","RE 1-4 FAMILY * 3-12 MONTHS","FTS","RC-C","RCONA565",""
"LNRS3T5","RE 1-4 FAMILY * 3-5 YEARS","FTS","RC-C","RCONA567",""
"LNRS5T15","RE 1-4 FAMILY * 5-15 YEARS","FTS","RC-C","RCONA568",""
"LNRSOV15","RE 1-4 FAMILY * OVER 15 YEARS","FTS","RC-C","RCONA569",""
"LNRSRE","SPECIFIC ALLOWANCE-RE LOANS","FTS","RC-BAL","",""
"LNS4013B","SECTION 4013 LN OUTSTAND - BAL","FTS","RC-C","RCONLG25",""
"LNS4013N","SECTION 4013 LN OUTSTAND - NUM","FTS","RC-C","RCONLG24",""
"LNSAL0","LNS & LEASE HFS - 0% RW","FTS","RC-R","RCONB618 RCFDB618",""
"LNSAL100","LNS & LEASE HFS - 100% RW","FTS","RC-R","RCONB621 RCFDB621",""
"LNSAL20","LNS & LEASE HFS - 20% RW","FTS","RC-R","RCONB619 RCFDB619",""
"LNSAL50","LNS & LEASE HFS - 50% RW","FTS","RC-R","RCONB620 RCFDB620",""
"LNSALNRW","LNS & LEASE HFS - NRW","FTS","RC-R","RCONB617 RCFDB617",""
"LNSALRCR","LNS & LEASE HFS - RCR","FTS","RC-R","RCON5369 RCFD5369",""
"LNSAO0","LN HFS ALL OTHER - 0% RW","FTS","RC-R","RCFDS433 RCONS433",""
"LNSAO100","LN HFS ALL OTHER - 100% RW","FTS","RC-R","RCFDS436 RCONS436",""
"LNSAO150","LN HFS ALL OTHER - 150% RW","FTS","RC-R","RCFDS437 RCONS437",""
"LNSAO2","LN HFS ALL OTHER - 2% RW","FTS","RC-R","RCFDHJ80 RCONHJ80",""
"LNSAO20","LN HFS ALL OTHER - 20% RW","FTS","RC-R","RCFDS434 RCONS434",""
"LNSAO4","LN HFS ALL OTHER - 4% RW","FTS","RC-R","RCFDHJ81 RCONHJ81",""
"LNSAO50","LN HFS ALL OTHER - 50% RW","FTS","RC-R","RCFDS435 RCONS435",""
"LNSAONRW","LN HFS ALL OTHER-ADJ TO COL A","FTS","RC-R","RCFDS432 RCONS432",""
"LNSAOOEA","LN HFS ALL OTH-OTH APP-EXP AMT","FTS","RC-R","RCFDH279 RCONH279",""
"LNSAOORW","LN HFS ALL OTH-OTH APP-RWA AMT","FTS","RC-R","RCFDH280 RCONH280",""
"LNSAORCR","LN HFS ALL OTHER BS-RC-R COL A","FTS","RC-R","RCFDS431 RCONS431",""
"LNSB","SMALL BUSINESS LNS SOLD-AMT","FTS","RC-L","RCFDA249 RCONA249",""
"LNSBR","SMALL BUSINESS LNS SOLD","FTS","RC-L","RCFDA250 RCONA250",""
"LNSBR0","SM. BUSINESS LNS SOLD - 0% RW","FTS","RC-R","RCONG614 RCFDG614 RCONB670 RCFDB670",""
"LNSBR100","SM. BUSINESS LNS SOLD - 100% RW","FTS","RC-R","RCONG617 RCFDG617 RCONB673 RCFDB673",""
"LNSBR150","SM BUSINESS LNS SOLD - 150% RW","FTS","RC-R","RCONS514 RCFDS514",""
"LNSBR20","SM. BUSINESS LNS SOLD - 20% RW","FTS","RC-R","RCONG615 RCFDG615 RCONB671 RCFDB671",""
"LNSBR50","SM. BUSINESS LNS SOLD - 50% RW","FTS","RC-R","RCONG616 RCFDG616 RCONB672 RCFDB672",""
"LNSBRCEA","SM. BUSINESS LNS SOLD - C.E. AMT","FTS","RC-R","RCONG613 RCFDG613 RCONB669 RCFDB669",""
"LNSBRRCR","SM BUSINESS LNS SOLD-RC-R COL A","FTS","RC-R","RCONG612 RCFDG612 RCONA250 RCFDA250",""
"LNSERV","PRIN BAL- LNS SERVICE FOR OTHERS","FTS","RC-BAL","RCFDA591 RCONA591",""
"LNSOLDQ","LOANS SOLD DURING QUARTER","FTS","RC-L","RCFD3431 RCON3431",""
"LNSPD0","LN HFS PD/NA - 0% RW","FTS","RC-R","RCFDS425 RCONS425",""
"LNSPD100","LN HFS PD/NA - 100% RW","FTS","RC-R","RCFDS428 RCONS428",""
"LNSPD150","LN HFS PD/NA - 150% RW","FTS","RC-R","RCFDS429 RCONS429",""
"LNSPD2","LN HFS PD/NA - 2% RW","FTS","RC-R","RCFDHJ78 RCONHJ78",""
"LNSPD20","LN HFS PD/NA - 20% RW","FTS","RC-R","RCFDS426 RCONS426",""
"LNSPD4","LN HFS PD/NA - 4% RW","FTS","RC-R","RCFDHJ79 RCONHJ79",""
"LNSPD50","LN HFS PD/NA - 50% RW","FTS","RC-R","RCFDS427 RCONS427",""
"LNSPDNRW","LN HFS PD/NA - ADJ TO COL A","FTS","RC-R","RCFDS424 RCONS424",""
"LNSPDOEA","LN HFS PD/NA-OTH APP-EXP AMT","FTS","RC-R","RCFDH277 RCONH277",""
"LNSPDORW","LN HFS PD/NA-OTH APP-RWA AMT","FTS","RC-R","RCFDH278 RCONH278",""
"LNSPDRCR","LN HFS PD/NA BS - RC-R COL A","FTS","RC-R","RCFDS423 RCONS423",""
"LNSRM0","LN HFS RES MTG - 0% RW","FTS","RC-R","RCFDH173 RCONH173",""
"LNSRM100","LN HFS RES MTG - 100% RW","FTS","RC-R","RCFDS417 RCONS417",""
"LNSRM20","LN HFS RES MTG - 20% RW","FTS","RC-R","RCFDS415 RCONS415",""
"LNSRM50","LN HFS RES MTG - 50% RW","FTS","RC-R","RCFDS416 RCONS416",""
"LNSRMNRW","LN HFS RES MTG - ADJ TO COL A","FTS","RC-R","RCFDS414 RCONS414",""
"LNSRMOEA","LN HFS RES MTG-OTH APP-EXP AMT","FTS","RC-R","RCFDH273 RCONH273",""
"LNSRMORW","LN HFS RES MTG-OTH APP-RWA AMT","FTS","RC-R","RCFDH274 RCONH274",""
"LNSRMRCR","LN HFS RES MTG BS - RC-R COL A","FTS","RC-R","RCFDS413 RCONS413",""
"LNSVC0","LN HFS HIGH VOLATILE CRE-0% RW","FTS","RC-R","RCFDH174 RCONH174",""
"LNSVC100","LN HFS VOLATILE CRE-100% RW","FTS","RC-R","RCFDH177 RCONH177",""
"LNSVC150","LN HFS VOLATILE CRE-150% RW","FTS","RC-R","RCFDS421 RCONS421",""
"LNSVC20","LN HFS HIGH VOLATILE CRE-20% RW","FTS","RC-R","RCFDH175 RCONH175",""
"LNSVC50","LN HFS HIGH VOLATILE CRE-50% RW","FTS","RC-R","RCFDH176 RCONH176",""
"LNSVCNRW","LN HFS VOL CRE - ADJ TO COL A","FTS","RC-R","RCFDS420 RCONS420",""
"LNSVCOEA","LN HFS VOL CRE-OTH APP-EXP AMT","FTS","RC-R","RCFDH275 RCONH275",""
"LNSVCORW","LN HFS VOL CRE-OTH APP-RWA AMT","FTS","RC-R","RCFDH276 RCONH276",""
"LNSVCRCR","LN HFS VOL CRE BS - RC-R COL A","FTS","RC-R","RCFDS419 RCONS419",""
"LNTOTHAC","TOT LN HLD FOR INV AC","FTS","RI-C","RCFDJJ11 RCONJJ11",""
"LNTOTHAL","TOTAL LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ19 RCONJJ19",""
"LNUAABCI","UNALLOCATED COL EVL IMP-ALL BAL","FTS","RI-C","RCFDM745 RCONM745",""
"LNUAHALL","UNALLOC LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ18 RCONJJ18",""
"LNWORF1Q","WHSLE ORIG 1-4 FAM-1ST-SALE-QTR","FTS","RC-P","RCONF068",""
"LNWORF2Q","WHSLE ORIG 1-4 FAM-2ND-SALE-QTR","FTS","RC-P","RCONF069",""
"LNWORFMQ","WHOLESALE ORIG 1-4 FAM-SALE-QTR","FTS","RC-P","RCONHT82",""
"LNWORLCQ","WHSLE ORIG 1-4 HEL SALE - QTR","FTS","RC-P","RCONF672",""
"LNWORLFQ","WHSLE ORIG 1-4 HEL SALE FUND- Q","FTS","RC-P","RCONF673",""
"LOCCM0","COMMERCIAL LOC - 0% RW","FTS","RC-R","RCONG608 RCFDG608 RCONB656 RCFDB656",""
"LOCCM100","COMMERCIAL LOC - 100% RW","FTS","RC-R","RCONG611 RCFDG611 RCONB659 RCFDB659",""
"LOCCM150","COMMERCIAL LOC - 150% RW","FTS","RC-R","RCONS513 RCFDS513",""
"LOCCM2","COMMERCIAL LOC - 2% RW","FTS","RC-R","RCONHJ94 RCFDHJ94",""
"LOCCM20","COMMERCIAL LOC - 20% RW","FTS","RC-R","RCONG609 RCFDG609 RCONB657 RCFDB657",""
"LOCCM4","COMMERCIAL LOC - 4% RW","FTS","RC-R","RCONHJ95 RCFDHJ95",""
"LOCCM50","COMMERCIAL LOC - 50% RW","FTS","RC-R","RCONG610 RCFDG610 RCONB658 RCFDB658",""
"LOCCMCEA","COMMERCIAL LOC - C.E. AMOUNT","FTS","RC-R","RCONG607 RCFDG607 RCONB655 RCFDB655",""
"LOCCMRCR","COMMERCIAL LOC - RC-R COL A","FTS","RC-R","RCONG606 RCFDG606 RCON3411 RCFD3411",""
"LOCCOM","COMMERCIAL LETTERS OF CREDIT","FTS","RC-L","RCFD3411 RCON3411",""
"LOCFPNT","FIN & PERFORM STANDBY LOC-NET","FTS","RC-L","RCON3375",""
"LOCFPSB","FIN & PERFORM STANDBY LOC","FTS","RC-L","RCON3375",""
"LOCFPSBD","FIN & PERFORM STANDBY LOC-DOM","FTS","RC-L","RCFD3376 RCON3376",""
"LOCFPSBF","FIN & PERFORM STANDBY LOC-FOR","FTS","RC-L","RCFD3377 RCON3377",""
"LOCFPSBK","FIN & PERFORM STANDBY LOC-CONVEY","FTS","RC-L","RCFD3378 RCON3378",""
"LOCFS0","FIN STANDBY LOC - 0% RW","FTS","RC-R","RCOND993 RCFDD993 RCFDB548 RCONB548 RCONB646                                            RCFDB646",""
"LOCFS100","FIN STANDBY LOC - 100% RW","FTS","RC-R","RCOND996 RCFDD996 RCFDB583 RCONB583 RCONB649                                            RCFDB649",""
"LOCFS150","FIN STANDBY LOC - 150% RW","FTS","RC-R","RCONS511 RCFDS511",""
"LOCFS2","FIN STANDBY LOC - 2% RW","FTS","RC-R","RCONHJ92 RCFDHJ92",""
"LOCFS20","FIN STANDBY LOC - 20% RW","FTS","RC-R","RCOND994 RCFDD994 RCFDB581 RCONBF81 RCONB647                                            RCFDB647",""
"LOCFS4","FIN STANDBY LOC - 4% RW","FTS","RC-R","RCONHJ93 RCFDHJ93",""
"LOCFS50","FIN STANDBY LOC - 50% RW","FTS","RC-R","RCOND995 RCFDD995 RCFDB582 RCONB582 RCONB648                                            RCFDB648",""
"LOCFSB","FINANCIAL STANDBY LOC","FTS","RC-L","RCFD3819 RCON3819",""
"LOCFSBK","FINANCIAL STANDBY LOC-CONVEYED","FTS","RC-L","RCFD3820 RCON3820",""
"LOCFSCEA","FIN. STANDBY LOC - C.E. AMOUNT","FTS","RC-R","RCOND992 RCFDD992 RCFDB547 RCONB547 RCONB645                                            RCFDB645",""
"LOCFSRCR","FIN. STANDBY LOC - RC-R","FTS","RC-R","RCOND991 RCFDD991 RCONB546 RCFDB546 RCON3819                                            RCFD3819",""
"LOCPS0","PER. STANDBY LOC - 0% RW","FTS","RC-R","RCOND999 RCFDD999 RCONB651 RCFDB651",""
"LOCPS100","PER. STANDBY LOC - 100% RW","FTS","RC-R","RCONG605 RCFDG605 RCONB654 RCFDB654",""
"LOCPS150","PER. STANDBY LOC - 150% RW","FTS","RC-R","RCONS512 RCFDS512",""
"LOCPS20","PER. STANDBY LOC - 20% RW","FTS","RC-R","RCONG603 RCFDG603 RCONB652 RCFDB652",""
"LOCPS50","PER. STANDBY LOC - 50% RW","FTS","RC-R","RCONG604 RCFDG604 RCONB653 RCFDB653",""
"LOCPSB","PERFORMANCE STANDBY LOC","FTS","RC-L","RCFD3821 RCON3821",""
"LOCPSBK","PERFORMANCE STANDBY LOC-CONVEYED","FTS","RC-L","RCFD3822 RCON3822",""
"LOCPSCEA","PER. STANDBY LOC - C.E. AMOUNT","FTS","RC-R","RCOND998 RCFDD998 RCONB650 RCFDB650",""
"LOCPSRCR","PER. STANDBY LOC - RC-R COL A","FTS","RC-R","RCOND997 RCFDD997 RCON3821 RCFD3821",""
"LOREAG","ORE FARMLAND - LOSS SHARE","FTS","RC-BAL","RCONK188",""
"LORECONS","ORE CONSTRUCT & LAND-LOSS SHARE","FTS","RC-BAL","RCONK187",""
"LOREFOR","ORE FOREIGN OFFICE -LOSS SHARE","FTS","RC-BAL","RCFNK260",""
"LOREGTY","ORE PROTECTED - LOSS SHARE","FTS","RC-BAL","RCFDK192 RCONK192",""
"LOREMULT","ORE MUTIFAMILY - LOSS SHARE","FTS","RC-BAL","RCONK190",""
"LORENRES","ORE NONFARM NONRES -LOSS SHARE","FTS","RC-BAL","RCONK191",""
"LORERES","ORE 1-4 FAMILY - LOSS SHARE","FTS","RC-BAL","RCONK189",""
"LOT","OTHER LOANS - LOSS SHARE","FTS","RC-BAL","RCFDK186 RCONK186",""
"LOTH","ALL OTHER LN & LS - LOSS SHARE","FTS","RC-BAL","RCFDK183 RCONK183",""
"LREAG","RE FARMLAND LN - LOSS SH","FTS","RC-BAL","RCONK171",""
"LRECNFM","1-4 FAM RE CONSTRUCT LN-LOSS SH","FTS","RC-BAL","RCONK169",""
"LRECNOT","OTH RE CONSTR & LAND LN-LOSS SH","FTS","RC-BAL","RCONK170",""
"LREFM1","RE 1-4 FAMILY FIRST LN-LOSS SH","FTS","RC-BAL","RCONK173",""
"LREFM2","RE 1-4 FAMILY JUNIOR LN-LOSS SH","FTS","RC-BAL","RCONK174",""
"LREFOR","FOREIGN RE LOANS - LOSS SHARE","FTS","RC-BAL","RCFNK290",""
"LRELOC","RE 1-4 FAMILY LINE - LOSS SH","FTS","RC-BAL","RCONK172",""
"LREMULT","RE MULTIFAMILY LN-LOSS SH","FTS","RC-BAL","RCONK175",""
"LRENROT","OTHER NONFRM NONRES RE-LOSS SH","FTS","RC-BAL","RCONK177",""
"LRENROW","OWN-OCC NONFRM NRES RE-LOSS SH","FTS","RC-BAL","RCONK176",""
"LS","LEASES","FTS","RC-C","RCON2165",""
"LSALNLS","CARRY AMT LOSS SHARE-LNLS","FTS","RC-BAL","RCFDJ452 RCONJ452 RCONFT18",""
"LSAOA","CARRY AMT LOSS SHARE -OTH ASSET","FTS","RC-BAL","RCFDJ462 RCONJ462",""
"LSAORE","CARRY AMT LOSS SHARE- ORE","FTS","RC-BAL","RCFDJ453 RCONJ453 RCONFT22",""
"LSASCDBT","CARRY AMT LOSS SHARE -DEBT SEC","FTS","RC-BAL","RCFDJ461 RCONJ461",""
"LSCON","CONSUMER LEASES","FTS","RC-C","RCFDF162 RCONF162",""
"LSDOM","LEASES-DOM","FTS","RC-C","RCON2165",""
"LSFOR","LEASES-FOR","FTS","RC-C","",""
"LSNUS","LEASES-NON-U.S. DOMICILE","FTS","RC-C","RCFD2183 RCON2183",""
"LSOTH","ALL OTHER LEASES","FTS","RC-C","RCFDF163 RCONF163",""
"LSUS","LEASES-U.S. DOMICILE","FTS","RC-C","RCFD2182 RCON2182 RCON2165",""
"LTOTFV","TOTAL LIAB FV ON BS","FTS","RC-Q","RCFDG531 RCONG531",""
"LTOTL1FV","TOTAL LIAB LVL 1 FV MEASURE","FTS","RC-Q","RCFDG533 RCONG533",""
"LTOTL2FV","TOTAL LIAB LVL 2 FV MEASURE","FTS","RC-Q","RCFDG534 RCONG534",""
"LTOTL3FV","TOTAL LIAB LVL 3 FV MEASURE","FTS","RC-Q","RCFDG535 RCONG535",""
"LTOTNTFV","TOTAL LIAB NET DET FV","FTS","RC-Q","RCFDG532 RCONG532",""
"LTUDBTHD","HOLD LT UNSEC DBT ISS FDIC INST","FTS","RC-O","RCFDK655 RCONK655",""
"MCRCDACQ","MERCHANT CRCD SALES-AQUIRE BK","FTS","RC-L","RCFDC223 RCONC223",""
"MCRCDAGT","MERCHANT CRCD SALES-AGENT BANK","FTS","RC-L","RCFDC224 RCONC224",""
"MERGESIG","MERGER SIGNIFICANCE FLAG","FTS","FTS","",""
"MGSFMAC","MTG SOLD TO FARMER MAC","FTS","RC-L","RCFD3654 RCON3654",""
"MGSFNMA","MTG SOLD TO FNMA/FHLMC","FTS","RC-L","RCFD3650 RCON3650",""
"MGSPRIV","MTG SOLD TO PRIVATE","FTS","RC-L","RCFD3652 RCON3652",""
"MMLFBAL","AST PURCH UNDER MMLF - BAL","FTS","RC-M","RCONLL61",""
"MSR","TOTAL MTG SERV UNDER CONTRACTS","FTS","RC-S","",""
"MSRECE","OUT PRIN BAL MORT W/ RECOURSE","FTS","RC-S","RCONB804 RCFDB804",""
"MSRESFCL","1-4 FM SERVICED IN FORECLOSURE","FTS","RC-S","RCFDF699 RCONF699",""
"MSRNRECE","OUT PRIN BAL MORT W/ NO RECOURSE","FTS","RC-S","RCONB805 RCFDB805",""
"MTGLS","MORTGAGE INDEBTEDNESS & CAP LS","FTS","RC-BAL","RCFD2910 RCON2910",""
"MTGRES","1-4 FAMILY MTG SOLD - PRINCIPAL","FTS","RC-L","RCONA521 RCFDA521",""
"MUTUAL","MUTUAL SAVINGS FLAG","FTS","FTS","",""
"NAAG","NONACCRUAL-AGRICULTURAL LNS","FTS","RC-N","RCFD1583 RCON1583",""
"NAAGSM","NONACCRUAL-AG LNS*SMALL BKS","FTS","RC-N","RCON1232 RCON1583",""
"NAASSET","NONACCRUAL-TOTAL ASSETS","FTS","RC-N","RCON1403 RCFD1403",""
"NAASTADQ","NONACCRUAL ASSETS ADDED","FTS","RC-N","RCFDC410 RCONC410",""
"NAASTSDQ","NONACCRUAL ASSETS SOLD","FTS","RC-N","RCFDC411 RCONC411",""
"NAAUTO","NONACCRUAL AUTO LOANS","FTS","RC-N","RCFDK215 RCONK215",""
"NACI","NONACCRUAL-C&I LOANS","FTS","RC-N","RCON1224 RCON1971 RCON1608",""
"NACINUS","NONACCRUAL-C&I*NON-U.S.","FTS","RC-N","RCFD1256 RCON1256",""
"NACIUS","NONACCRUAL-C&I*U.S.","FTS","RC-N","RCFD1253 RCON1253 RCON1224 RCON1971",""
"NACOMRE","NONACCRUAL-COMMERCIAL RE","FTS","RC-N","RCFD6560 RCON6560 RCON5423",""
"NACON","NONACCRUAL-CONSUMER LOANS","FTS","RC-N","RCON1981 RCFD1981",""
"NACONOTH","NONACCRUAL-OTHER CONSUMER","FTS","RC-N","RCFD5388 RCON5388 RCON1216 RCFDB580 RCONB580",""
"NACRCD","NONACCRUAL-CREDIT CARD PLANS","FTS","RC-N","RCFD5385 RCON5385 RCON1220 RCFDB577 RCONB577",""
"NADEP","NONACCRUAL-DEP INST LOANS","FTS","RC-N","RCONB836",""
"NADEPNUS","NONACCRUAL-DEP INST*NON U.S.","FTS","RC-N","RCFD5382 RCON5382",""
"NADEPUS","NONACCRUAL-DEP INST*U.S.","FTS","RC-N","RCFD5379 RCON5379",""
"NAFG","NONACCRUAL-FOREIGN GOVT","FTS","RC-N","RCFD5391 RCON5391",""
"NAGTY","NONACCRUAL-GTY LN&LS","FTS","RC-N","RCFD5617 RCON5617 RCFDK041 RCONK041",""
"NAGTYGNM","NONACCRUAL REBOOKED GNMA LOANS","FTS","RC-N","RCFDC868 RCONC868 RCFDK044 RCONK044",""
"NAGTYPAR","NONACCRUAL-PART GTY LN&LS","FTS","RC-N","RCFD5614 RCON5614 RCFDK038 RCONK038",""
"NALAG","NONACCRUAL AG LOANS-LOSS SH","FTS","RC-N","RCFDK074",""
"NALAGSM","NONACCRUAL AG LN-SM BK-LOSS SH","FTS","RC-N","RCONK074",""
"NALAUTO","NONACCRUAL AUTO LN-LOSS SH","FTS","RC-N","RCFDK083 RCONK083",""
"NALCI","NONACCRUAL C&I LNS-LOSS SH","FTS","RC-N","RCFDK077 RCONK077",""
"NALCONOT","NONACCRUAL OTHER CON-LOSS SH","FTS","RC-N","RCFDK086 RCONK086",""
"NALCRCD","NONACCRUAL CR CARD LN-LOSS SH","FTS","RC-N","RCFDK080 RCONK080",""
"NALDEP","NONACCRUAL DEP INST LN-LOSS SH","FTS","RC-N","RCFDK093 RCONK093",""
"NALFG","NONACCRUAL FOR GOVT-LOSS SH","FTS","RC-N","RCFDK097 RCONK097",""
"NALGTY","NONACCR PROTECT (GTY)-LOSS SH","FTS","RC-N","RCFDK104 RCONK104",""
"NALLS","NONACCRUAL LEASES-LOSS SH","FTS","RC-N","RCFDK272 RCONK272",""
"NALNFV","NONACCRUAL LN - FAIR VALUE","FTS","RC-N","RCFDF666 RCONF666",""
"NALNIMPB","NONACCR OUTSTND BAL PUR IMP LN","FTS","RC-N","RCFDL185 RCONL185",""
"NALNIMPC","NONACCRUAL CARRY AMT PUR IMP LN","FTS","RC-N","RCFDL188 RCONL188",""
"NALNLS","NONACCRUAL-LOANS & LEASES","FTS","RC-N","RCON1403 RCFD1403",""
"NALNNDFI","LNS TO NONDEP FIS IN RC-N 7 - NONACCRUAL","FTS","RC-N","RCFDPV25 RCONPV25",""
"NALNSALE","NONACCRUAL-L&L HELD FOR SALE","FTS","RC-N","RCFDC226 RCONC226",""
"NALNUP","NONACCRUAL LN - UNPAID PRIN","FTS","RC-N","RCFDF669 RCONF669",""
"NALOT","NONACCRUAL OTHER LNS-LOSS SH","FTS","RC-N","RCFDK101 RCONK101",""
"NALOTH","NONACCRUAL OTHER LNS-LOSS SH","FTS","RC-N","RCFDK089 RCONK089",""
"NALREAG","NONACCRUAL RE FARM-LOSS SH","FTS","RC-N","RCONK053",""
"NALRECNF","NONACCRUAL 1-4 FM CONS-LOSS SH","FTS","RC-N","RCONK047",""
"NALRECNO","NONACCRUAL OTH CONST-LOSS SH","FTS","RC-N","RCONK050",""
"NALREFM1","NONACCR 1-4 FM 1ST LN-LOSS SH","FTS","RC-N","RCONK059",""
"NALREFM2","NONACCRUAL 1-4 FM JR LN-LOSS SH","FTS","RC-N","RCONK062",""
"NALREFOR","NONACCRUAL RE FOREIGN-LOSS SH","FTS","RC-N","RCFNK293",""
"NALRELOC","NONACCRUAL 1-4 FM LINE-LOSS SH","FTS","RC-N","RCONK056",""
"NALREMUL","NONACCRUAL MULTIFAM - LOSS SH","FTS","RC-N","RCONK065",""
